Source,Relation,Target
laccase,regenerated,O2
enzyme,conversion,cellulose
metalloenzyme,oxidatively cleaves,cellulose
metalloenzyme,C1 regioselectivity,cellulose
metalloenzyme,C1 regioselectivity,cellobionic acid
metalloenzyme,interacting,hydrogen peroxide
metalloenzyme,interacting,cellulose
metalloenzyme,release,glucose
metalloenzyme,release,lignocellulosic biomass
lytic polysaccharide monooxygenases,degradation,Polysaccharide
LPMOs,oxidative cleavage,glycosidic bonds
LPMOs,oxidative cleavage,glycosidic bonds
LPMOs,cleave,substrates
LPMOs,cleave,cellulose
LPMOs,cleave,chitin
LPMOs,cleave,starch
LPMOs,substrate-binding,copper
LPMOs,depolymerisation,glycosidic bonds
LPMOs,depolymerisation,carbohydrate polymers
LPMOs,depolymerisation,biomasses
LPMOs,depolymerisation,cellulose
LPMOs,depolymerisation,chitin
Oxidoreductases,Conversion,Reactive Oxygen Species
Oxidoreductases,Conversion,Lignocellulosic Biomass
hydrolytic enzymes,depolymerize,polysaccharides
hydrolytic enzymes,depolymerize,biomass
LPMOs,oxidative cleavage,polysaccharides
peroxygenases,oxygenation,copper
peroxygenases,oxygenation,H2O2
peroxygenases,oxygenation,C-H bond
enzymes,catalysed,haem iron
LPMOs,oxidative damage,copper
copper radical alcohol oxidases,oxidation,fatty alcohols
copper radical alcohol oxidases,oxidation,aldehydes
LPMOs,conversion,polysaccharides
LPMOs,conversion,chitin
LPMOs,conversion,cellulose
LPMO,activity,oxygen co-substrate
LPMO,activity,O2
LPMO,activity,H2O2
LPMO,catalysis,H2O2
LPMOs,peroxygenase reaction,H2O2
LPMO-Cu(I),reoxidation,H2O2
LPMO-Cu(I),reoxidation,O2
LPMOs,oxidize,copper
LPMOs,oxidize,C-H bonds
LPMOs,oxidize,C1
LPMOs,oxidize,C4
LPMOs,oxidize,glycosidic linkages
LPMOs,homolysis,hydroxyl radical
LPMOs,homolysis,HO•
LPMOs,homolysis,H2O2
AA14 family,degradation,lignocellulosic biomass
AA14 family,degradation,xylan
AA14 family,degradation,cellulose-xylan complexes
metalloenzymes,oxidize,plant cuticular long-chain alcohols
metalloenzymes,oxidize,aldehydes
CAZymes,degradation,FCWs
CAZymes,degradation,complex carbohydrates
CAZymes,degradation,FCW
CAZymes,pathogenesis,FCW-active
Lytic Polysaccharide Monooxygenase,Binds,Crystalline Chitin
CBP21,binding,chitin
LPMO10s,cleave,glycosidic bonds
LPMO10s,cleave,polysaccharides
LPMO10s,cleave,cellulose
LPMO10s,cleave,chitin
family 2 carbohydrate-binding module,C1:C4,copper
LPMO,catalysis,substrate binding
LPMO,catalysis,H2O2
lytic polysaccharide oxygenases,depolymerization,cellulose
LPMOs,oxidative cleavage,polysaccharides
ScAA10C,activity,H2O2
LPMOs,oxidative cleavage,glycosidic bonds
LPMOs,oxidative cleavage,carbohydrate polymers
LPMOs,oxidative cleavage,cellulose
LPMOs,oxidative cleavage,chitin
UmGH18A,hydrolysis,alpha-
UmGH18A,hydrolysis,beta-chitin
UmGH18A,hydrolysis,chitin
UmGH18A,hydrolysis,fungal cell wall chitin
LPMOs,remodeling,fungal cell wall
LPMOs,oxidative degradation,copper-containing
LPMOs,oxidative degradation,biopolymers
LPMOs,oxidative degradation,cellulose
LPMOs,oxidative degradation,chitin
LPMO,His brace,Asp ligand
LPMO,His brace,Cu(II)
LPMOs,oxidative cleavage,polysaccharides
monocopper enzymes,Oxidative cleavage,polysaccharides
monocopper enzymes,Oxidative cleavage,H2O2
LPMOs,conversion,polysaccharides
LPMOs,stable reaction kinetics,H2O2
LPMOs,stable reaction kinetics,O2
LPMOs,peroxygenase activity,cellulose-active
LPMOs,hydroxylation,glycosidic bonds
LPMOs,hydroxylation,polysaccharides
LPMOs,oxidation,H2O2 co-substrate
LPMOs,oxidation,cellulose
LPMOs,interplay,"substrates,"
LPMO,transfer,electrons
LPMOs,degradation,cellulose
LPMOs,degradation,reductants
LPMO,binding,phosphate
LPMOs,conversion,biopolymers
LPMOs,conversion,cellulose
LPMOs,conversion,chitin
AA9-X282s,oxidative activity,cellulose
AA9-X282s,phosphorylated,copper
Lytic Polysaccharide Monooxygenases,Modular Engineering,Plastic
LPMOs,oxidation,biopolymers
LPMOs,oxidation,C-H bonds
LPMO chimeras,binding,polymer
LPMO chimeras,binding,synthetic polymers
LPMO chimeras,binding,polyester
LPMO chimeras,binding,polyamide
LPMO chimeras,binding,polyolefin substrates
GalOx,oxidation,C-6 hydroxyl group
GalOx,oxidation,galactose
GalOx,oxidation,galactosides
GalOx,oxidation,aldehydes
GalOx,measure,galactosylated
GalOx,measure,oxidized products
AA9 lytic polysaccharide monooxygenase,rotamer,histidine
LPMOs,decomposition,biopolymers
AA9 LPMOs,stacking histidine,histidine
AA9 LPMOs,stacking histidine,His
lytic polysaccharide monooxygenase,anchored,cell-wall
LPMOs,oxidize,polymers
LPMOs,oxidize,cellulose
LPMOs,oxidize,chitin
LPMO,covalent anchoring,cell wall sorting signal
LPMO,covalent anchoring,CWSS
LPMO,covalent anchoring,cell wall
ScLPMO10D,active,cellulose
ScLPMO10D,active,chitin
LPMOs,reactivity,chitin-oxidizing
LPMOs,reactivity,copper
lytic polysaccharide monooxygenase,degradation,chitin
LPMOs,oxidative cleavage,glycosidic bonds
LPMOs,oxidative cleavage,polysaccharides
LPMOs,oxidative cleavage,cellulose
LPMOs,oxidative cleavage,chitin
LPMO chitin-binding protein CBP21,degradation,chitin
LPMO chitin-binding protein CBP21,degradation,H2O2
CBP21,catalysis,H2O2
lytic polysaccharide monooxygenase,chitinolytic,cellulose-active
LPMOs,oxidative cleavage,polysaccharides
LPMOs,oxidative cleavage,cellulose
LPMOs,oxidative cleavage,chitin
lytic polysaccharide monooxygenase,auto-oxidative inactivation,N-terminal histidine
LPMOs,methylation,N-terminal histidine
LPMOs,methylation,His1
TaLPMO9A,cleave,xyloglucan
TaLPMO9A,generation,reactive-oxygen species
Lytic Polysaccharide Monooxygenases,Self-Destructive Off-Pathway Processes,Substrate
LPMOs,oxidative chemistry,copper ion
LPMOs,oxidative cleavage,polysaccharides
Laccase-Driven,Depolymerization,Polystyrene
LMS,depolymerization,PS
LMS-mediated,beta-scissions,HBT radical
LMS-mediated,beta-scissions,PS nanoparticles
LMS-mediated,beta-scissions,PS chains
Laccase-Driven,Depolymerization,Polystyrene
LMS,depolymerization,PS
LMS-mediated,beta-scissions,HBT radical
LMS-mediated,beta-scissions,PS nanoparticles
LMS-mediated,beta-scissions,PS chains
Carbohydrate Oxidases,Secretes,Fungal Cell Wall
carbohydrate oxidases,act,fungal cell wall
carbohydrate oxidases,act,FCW
carbohydrate oxidases,act,"beta-1,3-glucans"
UmGH16_1-A,"beta-1,3-glucanase","beta-1,3-glucans"
UmGH16_1-A,"beta-1,3-glucanase","beta-1,6 substitutions"
dehydrogenase,oxidation,"beta-1,3-"
dehydrogenase,oxidation,"beta-1,6-gluco-oligosaccharides"
dehydrogenase,oxidation,aldonic acids
UmAA3_2-A,biocatalytic cascade,oligosaccharide
Old Yellow Enzyme,Bienzymatic Cascade,(R)-
Old Yellow Enzyme,Bienzymatic Cascade,(S)-Citronellal
Old Yellow Enzyme,Bienzymatic Cascade,Geraniol
OYE2,conversion,(R)-citronellal
GluER,conversion,(S)-citronellal
GluER,conversion,geraniol
LPMOs,degrade,are
LPMOs,degrade,polysaccharides
LPMOs,degrade,cellulose
GH18,catalytic acid/base,Glu148
LPMOs,depolymerize,alpha-
LPMOs,depolymerize,beta-chitin
LPMOs,depolymerize,GlcNAc
LPMOs,depolymerize,oxidized chitooligosaccharides
CRO-AlcOx,production,fragrant fatty aldehydes
GH51 alpha-L-arabinofuranosidase,synthesis,arabinosylated xylo-oligosaccharides
AA7,oxidise,galacturonic acid
AA7,oxidise,oligogalacturonides
AA7,oxidise,OGs
mono-cysteinyl-FAD oxidases,oxidise,OGs
oxidase,pectin-degradation,OG
AA7,impairs,OGs
Lytic Polysaccharide Monooxygenase,Production,Hydrogen Peroxide
LPMOs,oxidative cleavage,copper-dependent
LPMOs,oxidative cleavage,polysaccharides
LPMO,concentrations,H2O2
LPMO,concentrations,reductant
LPMO,endogenous generation,"2,3-DHBA"
LPMO,endogenous generation,H2O2
LPMO,endogenous generation,H2O2
lytic polysaccharide monooxygenase,degradation,reductant
lytic polysaccharide monooxygenase,degradation,H2O2-driven
lytic polysaccharide monooxygenase,degradation,chitin
LPMOs,oxidative cleavage,monocopper
LPMOs,oxidative cleavage,glycosidic bonds
LPMOs,oxidative cleavage,polysaccharides
LPMOs,oxidative cleavage,electron donor
LPMOs,oxidative cleavage,reductant
CBP21,degradation,H2O2-driven
CBP21,degradation,14C-labeled chitin
SmLPMO10A,priming reduction,ascorbic acid
LPMO,reoxidation,O2
LPMO,reoxidation,H2O2
cellobiose dehydrogenase,enhanced,Polysaccharide
LPMOs,decrystallize,polysaccharides
LPMO,production,H2O2
Phenolic Acid Decarboxylase,Decarboxylates,Sinapic Acid
Phenolic Acid Decarboxylase,Decarboxylates,Canolol
PADs,decarboxylation,ferulic
PADs,decarboxylation,p-coumaric acids
feruloyl esterase type-A,hydrolyzing,SA
feruloyl esterase type-A,hydrolyzing,raw meal
NlePAD,yield,SA
NlePAD,yield,canolol
phosphorylases,synthesized,glycosidic linkages
glycoside hydrolases,hydrolysis,glycosidic bonds
lytic polysaccharide monooxygenase,coordination,copper
AA10,DUF-B,carbohydrate-binding module
AA10,DUF-B,CBM73
AA10,oxidatively cleaves,chitin
EcChiA,release,GlcNAc
AA10-bound,coordinate,histidines
AA10-bound,coordinate,copper
arabinofuranosidase,Binding,para-nitrophenyl alpha-L-arabinofuranoside
arabinofuranosidase,Binding,pNP-alpha-l-Araf
GH51 alpha-l-arabinofuranosidase,secondary hydrolysis,transfuranosylation products
cellulase cocktail,saccharification efficiency,hydrogen peroxide
cellulase,saccharification,lignocellulosic biomass
LPMOs,delivered,molecular oxygen
LPMOs,delivered,electrons
Cellic CTec2,controlled,cellulose
Cellic CTec2,controlled,H2O2
lactobacilli,generate,sour beer
Lytic polysaccharide monooxygenases,oxidative cleavage,glycosidic bonds
Lytic polysaccharide monooxygenases,oxidative cleavage,polysaccharides
LPMOs,activity,native products
Carbohydrate esterases,deacetylation,food components
glycosyl hydrolases,degradation,polysaccharide
acetylesterases,deacetylate,food polysaccharides
Lytic polysaccharide monooxygenases,oxidative cleavage,copper-dependent
Lytic polysaccharide monooxygenases,oxidative cleavage,glycosidic bonds
Lytic polysaccharide monooxygenases,oxidative cleavage,cellulose
CBM33,Cleavage,cellulose
CBM33,oxidation,crystalline chitin
CBM33-containing,cleaves,crystalline cellulose
cellulases,conversion,lignocellulosic biomass
lytic polysaccharide monooxygenase,regioselectivity,glycoconjugates
LPMOs,degradation,cellulose
enzymes,biodegradability,glycoconjugates
enzymes,degradation,cellulose
GH61,oxidative cleavage,polysaccharides
cellulases,efficiency,surfaces
cellulases,efficiency,insoluble substrate
lytic polysaccharide monooxygenase,cleaving,cellulose
lytic polysaccharide monooxygenase,cleaving,cello-oligosaccharides
LPMOs,oxidative cleavage,insoluble polysaccharides
NcLPMO9C,cleave,soluble cello-oligosaccharides
NcLPMO9C,cleave,tetramer
AnCDA,deacetylation,GlcNAc
AnCDA,deacetylation,GlcNAc
lytic polysaccharide monooxygenase,accessibility,crystalline chitin
lytic polysaccharide monooxygenase,accessibility,substrate
esterases,deconstruction,AcGGM-specific
esterases,deconstruction,mannan-specific
Lytic polysaccharide monooxygenases,oxidative cleavage,glycosidic bonds
Lytic polysaccharide monooxygenases,oxidative cleavage,polysaccharides
enzymes,disassembled,beta-MOS
Wv323,produce,oligosaccharide structures
Wv323,produce,unrefined macroalgal biomass
P5AFcnA,released,oligosaccharides
P5AFcnA,released,fucoidan extracts
FgLPMO9A,cleaves,xyloglucan
FgLPMO9A,cleaves,backbone substitution
FgLPMO9A,conversion,xyloglucan
FgLPMO9A,conversion,cellulose
LPMO,conversion,hemicellulose
LPMO,conversion,biomass
oxidative enzyme,enzymatic conversion,recalcitrant polysaccharides
enzymes,work,cellulose
xylanase,xylan-binding modules,xylan
AcE,degradation,acetylated hemicellulose
AcE,degrading,plant cell wall
deacetylase,removing,acetyl groups
deacetylase,removing,non-reducing end sugar residues
beta-glucan specific enzymes,Degradation,beta-glucan samples
lytic polysaccharide monooxygenases,degrading,oxidized cello-oligosaccharides
lytic polysaccharide monooxygenases,degrading,cellulose
LPMOs,produced,oxidized cello-oligosaccharides
LPMOs,produced,copper
esterases,remove,acetylations
esterases,remove,complex beta-mannans
RiCE17,removes,2-O-acetylations
RiCE17,removes,mannose residue
RiCE2,active,3-O-
RiCE2,active,4-O-
RiCE2,active,6-O-acetylations
NcLPMO9D,C4-oxidizing,cellulose-active
NcLPMO9C,bind,cellulose
LPMO,action,product distribution
LPMO,action,lignocellulosic substrate
LPMO,produces,aldonic acids
enzyme,binding face,cellulose chains
LPMOs,oxidation,cell wall polysaccharides
LPMO,facilitating,lignin
enzyme,long-range electron transfer,lignins
LPMO,changes,cellulose
LPMO,changes,lignin
family 18 chitinase,degradation,inhibitor HM508
family 18 chitinase,degradation,product
family 18 chitinase,degradation,chitobiono-delta-lactone
ChiB,interaction,inhibitor HM508
enzyme,inhibitor,HM508
enzyme,degrades,HM508
enzyme,bound,HM508
enzyme,bound,chitobiono-delta-lactone
XcXGHA,catalyses cleavage,xyloglucan
enzyme,cleaving,tamarind xyloglucan
enzyme,cleaving,XXXG
enzyme,cleaving,XX
enzyme,cleaving,XG
XcXGHA,degraded,product profiles
XcXGHA,degraded,tamarind xyloglucan
XcXGHA,degraded,X
enzyme mixtures,activities,substrates
enzyme mixtures,activities,substrate mixtures
enzyme mixtures,activities,biomass samples
enzyme activities,screening,substrate
lytic polysaccharide monooxygenases,acting,C1
lytic polysaccharide monooxygenases,acting,C4 oxidized oligosaccharides
lytic polysaccharide monooxygenases,acting,products
lytic polysaccharide monooxygenases,acting,cellulose
LPMOs,oxidation,products
LPMOs,oxidation,C1
LPMOs,oxidation,C4
LPMO,degradation,hemicelluloses
LPMO,degradation,plant cell wall
NcLPMO9C,degrades,hemicelluloses
NcLPMO9C,degrades,xyloglucan
NcLPMO9C,generates,oxidized products
NcLPMO9C,generates,substrates
PcGH61D,cleaves,cellulose
enzyme,generation,cellulose
enzyme,generation,aldonic acids
cellulases,stimulated,electron donors
lytic polysaccharide monooxygenase,recognition,substrate
enzyme,oxidizes,cellulose
enzyme,oxidizes,C1 carbon
enzyme,oxidizes,glycosidic linkages
HiLPMO9B,binding,substrate
acetylxylan esterases,attacked,3-O-acetyl group
acetylxylan esterases,attacked,internal Xylp residues
acetylxylan esterases,attacked,MeGlcA
acetylxylan esterases,attacked,acetyl group
CE16 esterase,deacetylated,polymeric substrate
CE16 esterase,deacetylated,isomers
biomass-degrading enzymes,analysis,chromogenic substrates
Enzymes,modify,polysaccharides
peptidases,solubilization,brewers' spent grain
Promod 439,solubilization,BSG
Lactic Acid Bacteria,production,Xylooligosaccharides
Lactic Acid Bacteria,production,sour beer
LAB,fermentation,Xylooligosaccharides
LAB,fermentation,XOS
LAB,fermentation,woody biomass
LAB,fermentation,substrate
Lactobacillus Species,Production,Sour Beer
Lactobacillus species,produce,lactic acid
L. brevis,generate,sour beer
NAC domain,binding,DNA
NAC domain,binding,protein
AA14,degrades,xylan
AA14,degrades,substrates
glycosyltransferase,inactivation,substrate
LPMOs,oxidative cleavage,copper enzymes
LPMOs,oxidative cleavage,glycosidic bonds
LPMOs,oxidative cleavage,copper enzymes
LPMOs,oxidative cleavage,glycosidic bonds
enzymes,decouple,lignin
enzymes,decouple,carbohydrates
enzymes,decouple,plant biomass
enzymes,cleave,covalent linkages
enzymes,cleave,lignin
enzymes,cleave,carbohydrates
GEs,hydrolysing,plant cell wall recalcitrance
GEs,hydrolysing,ester bonds
enzymes,decouple,lignin
enzymes,decouple,carbohydrates
enzymes,decouple,plant biomass
enzymes,cleave,covalent linkages
enzymes,cleave,lignin
enzymes,cleave,carbohydrates
GEs,hydrolysing,plant cell wall recalcitrance
GEs,hydrolysing,ester bonds
LPMOs,oxidatively,copper metalloenzymes
LPMOs,oxidatively,polysaccharides
LsAA9_A,activity,soluble saccharide substrates
lytic polysaccharide monooxygenase,Inhibition,plant extracts
LPMO,inhibition,extract
LPMO,inhibition,Cinnamomum cassia
LPMO,inhibition,cinnamon
LsAA9A,binding sites,Cinnamtannin B1
X325,oxidative cleavage,polysaccharides
LPMOs,oxidatively cleave,polysaccharides
AA9 family LPMOs,protonation state,histidine
FL transporter-2,complexed,2'-fucosyllactose
FL transporter-2,complexed,3-fucosyllactose
FL transporter-2,capture,fucosylated HMOs
lytic polysaccharide monooxygenases,cleavage,polysaccharide
LPMOs,oxidatively break down,copper-containing enzymes
LPMOs,oxidatively break down,polysaccharides
LPMOs,interact,saccharide substrates
LPMOs,reaction,oxygen
LPMOs,reaction,polysaccharide chains
alpha/beta hydrolase,association,biomass
CI phage repressor,binding affinity,linker
CI phage repressor,binding affinity,DNA
CI,oligomerization,DNA-binding N-terminal domain
CI,oligomerization,C-terminal domain
CI,binds,OL operator site
lytic polysaccharide monooxygenase,boosting activity,starch-degrading
enzymes,oxidatively deconstruct,polysaccharides
enzymes,generate,aldonic acid-terminated malto-oligosaccharides
enzymes,generate,retrograded starch
beta-amylase,conversion,substrate
beta-amylase,conversion,maltose
AA16 proteins,produce,low-molecular-weight reductants
AA16 proteins,produce,H2O2
AA9 LPMOs,degradation,cellulose
glycoside hydrolases,degradation,pectin
galactanases,binding,ligand
enzymes,degradation,polysaccharides
enzymes,attacking,bonds
CaM,binds,Ca2+
CaM,binds,target proteins
CK,binds,peptide
CK,binds,Ca2+-depended
lytic polysaccharide monooxygenase-like protein,import,copper
Bim1,coordination,Cu
Bim1,coordination,Cu2+
Ctr1,uptake,Cu
CopC,binding,copper
CopC,binding,copper site
TaAA9A,produce,ascorbate
TaAA9A,produce,copper
TaAA9A,produce,reactive oxygen species
Bim1,release,H2O2
Bim1,release,Cu ions
carbonic anhydrases,binding,zinc
AoCA,replaced,histidine
AoCA,replaced,proton shuttle residue
AoCA,replaced,phenylalanine
CBM9.3,bind,oligosaccharide ligands
AA9 Lytic Polysaccharide Monooxygenases,Binding,Oligosaccharide
enzymes,oxidatively,copper-dependent
enzymes,oxidatively,polysaccharide substrates
LPMO-substrate,analysis,interaction
CI,complex,N-terminal domain
CI,binding,DNA operator sites
polysaccharide monooxygenases,degrading,cellulose
GH61 proteins,oxidatively cleave,cellulose
GH61 proteins,oxidatively cleave,Cu
GH61 proteins,oxidatively cleave,reductant
cellulase,boosting activity,metal binding site
CE15 enzymes,cleaving,pectin-lignin bonds
CE15,cleaving,ester bonds
CI∆58,bound,OL operator site
CI∆58,bound,half-sites
CI,binding,operator sites
LPMOs,specificity,substrate
glycoside hydrolases,enhancing,biomass
glycoside hydrolases,enhancing,polysaccharides
LPMOs,active,cellulose
LPMOs,active,cello-oligosaccharides
LPMOs,active,hemicellulosic polysaccharides
