Source,Relation,Target
this,Ustilago maydis,in the fungal
this,Ustilago maydis,degradation of
this,Ustilago maydis,is active against fungal
this,Ustilago maydis,is important to
LPMOs,degradation,biopolymers
LPMOs,degradation,cellulose
LPMOs,degradation,chitin
LPMOs,degradation,Cu(II)
LPMOs,degradation,polysaccharides
LPMOs,degradation,polysaccharide
carbohydrate-active enzymes,decay,Methionine
carbohydrate-active enzymes,decay,white-rot wood
mechanisms employed,emphasize,reactive oxygen species
mechanisms employed,emphasize,ROS
mechanisms employed,emphasize,hydrogen peroxide
mechanisms employed,emphasize,H2O2
mechanisms employed,emphasize,lignocellulose
mechanisms employed,emphasize,wood
mechanisms employed,emphasize,H2O2
mechanisms employed,emphasize,lignocellulose
mechanisms employed,emphasize,ROS
mechanisms employed,emphasize,Methionine
mechanisms employed,emphasize,Met
mechanisms employed,emphasize,Met sulfoxide
mechanisms employed,emphasize,MetO
mechanisms employed,emphasize,Met sulfone
mechanisms employed,emphasize,MetO2
mechanisms employed,emphasize,like
mechanisms employed,emphasize,(
mechanisms employed,emphasize,on aspen
mechanisms employed,emphasize,the
mechanisms employed,emphasize,combining
mechanisms employed,emphasize,overall
mechanisms employed,emphasize,to intracellular
mechanisms employed,emphasize,of
mechanisms employed,emphasize,and
mechanisms employed,emphasize,hotspots
mechanisms employed,emphasize,substantial
mechanisms employed,emphasize,)
mechanisms employed,emphasize,by
mechanisms employed,emphasize,and
mechanisms employed,emphasize,IMPORTANCE
mechanisms employed,emphasize,ecological
mechanisms employed,emphasize,play
mechanisms employed,emphasize,"degradation ,"
mechanisms employed,emphasize,impact
mechanisms employed,emphasize,aims
mechanisms employed,emphasize,","
mechanisms employed,emphasize,on
mechanisms employed,emphasize,model white-rot
mechanisms employed,emphasize,their
mechanisms employed,emphasize,and
mechanisms employed,emphasize,exogenous
mechanisms employed,emphasize,Met
mechanisms employed,emphasize,undergone
mechanisms employed,emphasize,white-rot
mechanisms employed,emphasize,and
LPMO,bioconversion,plant biomass
LPMO,bioconversion,plant polymers
LPMO,bioconversion,lignocellulose composite
LPMO,bioconversion,plant cell walls
LPMO,bioconversion,starch
LPMO,bioconversion,carbon storage reservoir
mycobacterial cellulase,production,cellulose
MSMEG_6752,production,cellulose
MSMEG_6752,production,extracellular polymeric substances
MSMEG_6752,production,cellulose
MSMEG_6752,production,cellobiose
MSMEG_6752,production,cellobiose
MSMEG_6752,production,cellulose
identified key,oxidation,natural compounds
identified key,oxidation,galactose-containing saccharides
identified key,oxidation,primary alcohols
identified key,oxidation,galactose
identified key,oxidation,galactosides
identified key,oxidation,aliphatic alcohols
identified key,oxidation,and L302P
identified key,oxidation,involved in
chlorophyte algae,lichenization,polysaccharides
chlorophyte algae,lichenization,cell wall
xylanase,degradation,arabinoxylans
enzymes,degradation,arabinoxylans
enzymes,degradation,non-starch polysaccharides
enzymes,degradation,grain cell walls
enzymes,degradation,arabinoxylans
enzymes,degradation,substrate
enzymes,degradation,inhibitors
enzymes,degradation,soluble
enzymes,degradation,insoluble substrate
enzymes,degradation,arabinoxylans
lytic polysaccharide monooxygenases,oxidative degradation,cellulose
enzymes,oxidative degradation,plant biomass
enzymes,oxidative degradation,polysaccharides
enzymes,oxidative degradation,cellulose
enzymes,oxidative degradation,cellulose
fungal strains,degradation,"non-natural , industrial compounds"
filamentous fungi,solve,pollution
filamentous fungi,solve,"industrial , human-designed and recalcitrant compounds"
filamentous fungi,solve,synthetic dyes
filamentous fungi,solve,lignocellulose-derived compounds
filamentous fungi,solve,synthetic plastic polymer
filamentous fungi,solve,ecosystems pollution
symbiosis-induced pectinase,successful symbiotic,cell - wall -
symbiosis-induced pectinase,successful symbiotic,roots
symbiosis-induced pectinase,successful symbiotic,towards
symbiosis-induced pectinase,successful symbiotic,and polygalacturonic
symbiosis-induced pectinase,successful symbiotic,plant cell
LPMOs,oxidising,oligosaccharide
LPMOs,oxidising,substrates
LPMO,conversion,plant cell-wall
LPMO,conversion,oligosaccharide
LPMO,conversion,substrate
LPMO,conversion,cellooligosaccharide
LPMO,conversion,electrons
LPMO,conversion,cellulose
LPMO,conversion,substrate
LPMO,conversion,plant feedstocks
fungal LPMO family members,binding,phosphate
AA9 members,degradation,biopolymers
AA9 members,degradation,cellulose
AA9 members,degradation,chitin
AA9 members,degradation,wood
AA9 members,degradation,cellulosic substrates
AA9 members,degradation,cellulose
AA9 members,degradation,phosphate
AA9 members,degradation,plant cell wall
multi-enzyme cocktail,Unlocking,soybean meal pectin
combining,the,Pectin
combining,the,plant heteropolysaccharide
combining,the,pectin
combining,the,Soybean meal
combining,the,pectin
combining,the,soybean meal pectin
combining,the,pectin
combining,the,soybean meal pectin
combining,the,on soybean meal
combining,the,for soybean meal
combining,the,of agricultural
Lytic Polysaccharide Monooxygenases,Binding,Plastic
of plastic,path toward,plastic waste
of plastic,path toward,plastic waste
of plastic,path toward,of
of plastic,path toward,of recalcitrant
of plastic,path toward,of
of plastic,path toward,","
of plastic,path toward,of C-H
of plastic,path toward,these
of plastic,path toward,and artificial
of plastic,path toward,promoting
of plastic,path toward,The
of plastic,path toward,of synthetic
of plastic,path toward,including
of plastic,path toward,","
of plastic,path toward,and
of plastic,path toward,the
of plastic,path toward,are
of plastic,path toward,results
of plastic,path toward,polyhydroxyalkanoates
of plastic,path toward,to
of plastic,path toward,of the
of plastic,path toward,roadmap
of plastic,path toward,interfacial
to compare,purposes,C-6 hydroxyl group
to compare,purposes,galactose
to compare,purposes,galactosides
to compare,purposes,galactosylated polysaccharides
to compare,purposes,glycoproteins
to compare,purposes,aldehydes
to compare,purposes,dioxygen
to compare,purposes,hydrogen peroxide
to compare,purposes,hydrogen peroxide
to compare,purposes,galactosylated oxidized products
to compare,purposes,Using
to compare,purposes,and
to compare,purposes,the C-6 oxidized
to compare,purposes,μM
the AA9,target,lignocellulose
the AA9,target,cellulose
the AA9,target,hemicelluloses
Lytic Polysaccharide Monooxygenase,Releasing,Fiber
Lytic Polysaccharide Monooxygenase,Releasing,Tension Stress
Lytic Polysaccharide Monooxygenase,Releasing,Cellulose Cotton Fibers
confirms,accessibility,biopolymers
confirms,accessibility,cellulose
confirms,accessibility,cellulose
confirms,accessibility,recalcitrant polysaccharides
confirms,accessibility,biomass
confirms,accessibility,cellulose
confirms,accessibility,surface of cellulose fibers
confirms,accessibility,the cellulose
confirms,accessibility,solubilized
confirms,accessibility,and cotton
confirms,accessibility,in dilute
confirms,accessibility,mg
confirms,accessibility,on the cellulosic
confirms,accessibility,of the
confirms,accessibility,on the
confirms,accessibility,it attacked
confirms,accessibility,rearrangement of
confirms,accessibility,disruption of
confirms,accessibility,cleavage
confirms,accessibility,fibers releases
confirms,accessibility,loosening of
confirms,accessibility,peeling
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,plant biomass
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,maize
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,substrates
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,aromatic alcohols
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,aryl-alcohols
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,4-anisyl alcohol
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,Oxygen
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,"1,4-benzoquinone"
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,"2,6-dichloroindophenol"
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,electron acceptors
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,lignin fraction
aryl-alcohol oxidase ( E.C.1.1.3.7 ),act on,biomass
AA5,oxidation,galactose
AA5,oxidation,galactosides
AA5,oxidation,aliphatic alcohols
AA9 lytic polysaccharide monooxygenase enzymes,Action,cellulose allomorphs
action,tool,biomass
action,tool,polysaccharides
action,tool,cellulose fiber
action,tool,celluloses
action,tool,cellulose II
action,tool,cellulose III
action,tool,cellulose I
action,tool,cotton linters
action,tool,amorphous cellulose
action,tool,different cellulose
action,tool,(
action,tool,","
action,tool,and
action,tool,on amorphous
action,tool,(
action,tool,observed for
action,tool,types
action,tool,LPMO
action,tool,for deconstructing
CnCel1,remodeling,complex biopolymers
CnCel1,remodeling,chitin
CnCel1,remodeling,cellulose
CnCel1,remodeling,endogenous microbial carbohydrates
CnCel1,remodeling,exogenous polysaccharides
CnCel1,remodeling,fungal cell wall
Trichoderma reesei enzymatic cocktail,hydrolysis,wheat straw
Trichoderma reesei enzymatic cocktail,hydrolysis,wheat-straw
Trichoderma reesei enzymatic cocktail,hydrolysis,wheat straw
Trichoderma reesei enzymatic cocktail,hydrolysis,carbohydrate
Trichoderma reesei enzymatic cocktail,hydrolysis,glucose
Trichoderma reesei enzymatic cocktail,hydrolysis,carbohydrate
Trichoderma reesei enzymatic cocktail,hydrolysis,glucose
Trichoderma reesei enzymatic cocktail,hydrolysis,cellulose
Trichoderma reesei enzymatic cocktail,hydrolysis,glucose
Trichoderma reesei enzymatic cocktail,hydrolysis,carbohydrate
.,oxidative cleavage,polysaccharides
.,oxidative cleavage,C-terminal extension
.,oxidative cleavage,C-terminal extension
.,oxidative cleavage,disordered C-terminal regions
.,oxidative cleavage,dCTRs
.,oxidative cleavage,amino-acid composition
.,oxidative cleavage,have
.,oxidative cleavage,share
.,oxidative cleavage,and
.,oxidative cleavage,"residues ,"
.,oxidative cleavage,from
.,oxidative cleavage,", conditionally disordered regions ."
.,oxidative cleavage,in
of,wood,plant biomass
of,wood,biomass
of,wood,polysaccharides
of,wood,cellulose
of,wood,hemicelluloses
of,wood,oligosaccharides
of,wood,cellulose
of,wood,cello-oligosaccharides
of,wood,plant cell wall-derived hemicellulosic polysaccharides
of,wood,cello-oligosaccharide
of,wood,Many
of,wood,"of short β-(1,4)-linked glucan"
of,wood,on
of,wood,to
targets,saccharification,dextrin
targets,saccharification,glucose
targets,saccharification,xylose
targets,saccharification,arabinose
targets,saccharification,lactose
targets,saccharification,cellobiose
targets,saccharification,saccharose
targets,saccharification,Avicel
targets,saccharification,Solka-floc
targets,saccharification,birchwood xylan
targets,saccharification,wheat straw
targets,saccharification,maize bran
targets,saccharification,sugar beet pulp
targets,saccharification,SBP
targets,saccharification,steam-exploded wheat straw
targets,saccharification,Avicel
targets,saccharification,SBP
targets,saccharification,SBP
Laccase,Depolymerization,Polystyrene
a native,PS,Polystyrene
a native,PS,PS
a native,PS,C─C backbone
a native,PS,PS
a native,PS,PS
a native,PS,nanoparticles
a native,PS,PS
a native,PS,for
a native,PS,PS
a native,PS,expanded PS
a native,PS,into PS
a native,PS,of PS
a native,PS,for
oxidases,breakdown,biomass
oxidases,breakdown,lignin
oxidases,breakdown,cellulose
oxidases,breakdown,hemicellulose
oxidases,breakdown,lignin
fungal,cell,plant biomass
fungal,cell,carbohydrates
fungal,cell,the fungal cell
fungal,cell,(
fungal,cell,on
fungal,cell,for
fungal,cell,"short β-1,6"
fungal,cell,of
fungal,cell,and
fungal,cell,model
fungal,cell,linear oligosaccharide
fungal,cell,fungi need
fungal,cell,cell
fungal,cell,CAZymes over
fungal,cell,"as model ,"
fungal,cell,prevalence of
fungal,cell,during growth of the
binding,hydrolyses,flavonoid glucosides
binding,hydrolyses,aglycone
binding,hydrolyses,aglycone
binding,hydrolyses,of
binding,hydrolyses,) on
binding,hydrolyses,-nitrophenyl ( p NP
binding,hydrolyses,5-fold on
binding,hydrolyses,residue
binding,hydrolyses,of
binding,hydrolyses,activities
binding,hydrolyses,residues
binding,hydrolyses,are essential
of,debranching,complex hemicellulosic and pectinaceous polysaccharides
of,debranching,complex biomass
of,debranching,α-l-arabinofuranosides
of,debranching,α-l-arabinofuranose
of,debranching,on
of,debranching,on complex
of,debranching,the
further,barrier,plant-cell walls
further,barrier,PCW
further,barrier,","
further,barrier,GH131
enzymes,degradation,dead wood
enzymes,degradation,wood
enzymes,degradation,wood
enzymes,degradation,plant cell-wall polysaccharides
enzymes,degradation,plant cell wall-active
enzymes,degradation,wood
enzymes,degradation,lignocellulose
enzymes,their,dietary
enzymes,their,derived
enzymes,their,perspectives
enzymes,their,in
lytic polysaccharide monooxygenases,degradation,Polysaccharide
out,oxidative cleavage,polysaccharides
out,oxidative cleavage,chitin
out,oxidative cleavage,cellulose
and,their,polysaccharides
In,cleave,biomass
In,cleave,cellulose
In,cleave,chitin
In,cleave,starch
In,cleave,hemicelluloses
In,cleave,beta
In,cleave,glucan
In,cleave,xyloglucan
cellulases,conversion,lignocellulosic biomass
higher,depolymerization,Lignocellulosic biomass
higher,depolymerization,cellulose
higher,depolymerization,this
we,addition,cellulose
-,d,enzymatic
-,d,keto
-,d,d
gliding,with,complex
gliding,with,microbiome
gliding,with,deconstruction
gliding,with,of
gliding,with,","
the,",",FtsY
the,",",were
the,",",N
the,",",in
Oxidoreductases,Conversion,Lignocellulosic Biomass
more,unknowns,Biomass
more,unknowns,biomass
more,unknowns,of plant cell
more,unknowns,)
more,unknowns,of
more,unknowns,","
questions,H,biomass
questions,H,polysaccharides
activity may also,but,polysaccharides
activity may also,but,cellulose
activity may also,but,chitin
activity may also,but,on
activity may also,but,generated
the,side,polysaccharides
the,side,chitin
the,side,cellulose
redox,LPMOs,lignocellulosic biomass
redox,LPMOs,(
lytic polysaccharide monooxygenases,solubilization,lignin
lytic polysaccharide monooxygenases,solubilization,cellulose
the,can,polysaccharides
the,can,cellulose
the,can,biomass
the,can,lignin
the,can,of secondary plant
the,can,to the
the,can,we
the,can,lignin
the,can,H2O2
the,can,of
the,can,Nature
LPMOs,degradation,polysaccharide
LPMO,of,polysaccharides
LPMO,of,chitin
LPMO,of,cellulose
LPMO,of,biomass
LPMO,of,in
LPMO,of,substrate
LPMO,of,availability
resulting,(,the
resulting,(,LPMO
resulting,(,Cu
system may be,.,conversion
system may be,.,along
system may be,.,from
system may be,.,these
system may be,.,chitin
system may be,.,also
unknown,degradation,lignocellulosic biomass
unknown,degradation,xylan
unknown,degradation,cellulose
unknown,degradation,xylan
unknown,degradation,for
unknown,degradation,were not
unknown,degradation,activity
lytic polysaccharide monooxygenase,degrades,substrates
cellulose,Escherichia coli,C4
cellulose,Escherichia coli,cleavage
cellulose,Escherichia coli,cellulose
cellulose,Escherichia coli,.
cellulose,Escherichia coli,","
cellulose,Escherichia coli,-
cellulose,Escherichia coli,.
cellulose,Escherichia coli,that
cellulose,Escherichia coli,and
cellulose,Escherichia coli,two
of,chemistry to,recalcitrant
of,chemistry to,namely
of,chemistry to,and
of,chemistry to,to
of,oxidative cleavage,polysaccharides
of,oxidative cleavage,biomass
of,oxidative cleavage,the
be achieved,are,plastics
be achieved,are,polymers
be achieved,are,friendly
be achieved,are,non
be achieved,are,plastics
be achieved,are,including
be achieved,are,Here
be achieved,are,we
be achieved,are,to
be achieved,are,Ceres
chitin,catalyze oxidative,of
chitin,catalyze oxidative,such
chitin,catalyze oxidative,cellulose
chitin,catalyze oxidative,substrate
chitin,catalyze oxidative,NMR
chitin,catalyze oxidative,more
chitin,catalyze oxidative,","
chitin,catalyze oxidative,i
this,of disrupting,polysaccharides
this,of disrupting,as
this,of disrupting,and
this,of disrupting,enzymes
this,of disrupting,fast
°,124,biomass
the,oxidative cleavage,cellulose
the,oxidative cleavage,polysaccharides
the,oxidative cleavage,cellulose
with,light,polysaccharides
with,light,cellulose
with,light,chitin
with,light,biomass
with,light,depends
with,light,that
with,light,in
with,light,LPMO
with,light,","
with,light,both
with,light,light
with,light,a
LPMOs,peroxygenase,cellulose
This switch,oxidative cleavage,glycosidic bonds
This switch,oxidative cleavage,DFT
This switch,oxidative cleavage,O2
family 18 chitinase,binding,substrate
enzyme,binding,N - acetylglucosamine
enzyme,binding,GlcNAc
enzyme,binding,oligomers
enzyme,binding,oligomers
enzyme,binding,substrate
enzyme,binding,substrate
hardly,ability,polysaccharides
hardly,ability,chitin
hardly,ability,cellulose
hardly,ability,between
hardly,ability,to
hardly,ability,variation
hardly,ability,.
hardly,ability,were
hardly,ability,in
on,substrates,polysaccharides
on,substrates,chitin
on,substrates,chitin
on,substrates,chitin
on,substrates,chitin
on,substrates,chitin
on,substrates,with
on,substrates,the
on,substrates,may
on,substrates,of
on,substrates,natural
on,substrates,showing that
oxidation ),enzymatic,cellulosic materials
oxidation ),enzymatic,cellulosic material
oxidation ),enzymatic,by
oxidation ),enzymatic,treatment
kcal,0.4,chitin
kcal,0.4,N - acetylglucosamine
kcal,0.4,GlcNAc
kcal,0.4,chitin
kcal,0.4,polysaccharide chains
kcal,0.4,in
kcal,0.4,of
kcal,0.4,0.1
of the hitherto rather,a,polysaccharides
of the hitherto rather,a,biomass
of the hitherto rather,a,chitin
of the hitherto rather,a,chitin
of the hitherto rather,a,chitin
of the hitherto rather,a,a
of the hitherto rather,a,known
of the hitherto rather,a,affinity
of the hitherto rather,a,α
of the hitherto rather,a,so
of the hitherto rather,a,β
of the hitherto rather,a,both
of the hitherto rather,a,and
of the hitherto rather,a,particular
of the hitherto rather,a,α
of the hitherto rather,a,AfAA11A
of the hitherto rather,a,plays
JdLPMO10A,degrading,chitin
lytic polysaccharide monooxygenases,oxidizing,cellulose
on,architecture,cellulose
on,architecture,cellulose
on,architecture,glycosidic bonds
on,architecture,and
on,architecture,from
on,architecture,that
on,architecture,site
CE16 acetyl esterase,degradation,acetylated hemicellulose
deacetylase,removing,plant cell wall
deacetylase,removing,non - reducing end sugar residues
knowledge,expressed,phenolic
knowledge,expressed,aromatic compounds
knowledge,expressed,biopolymers
knowledge,expressed,lignin
knowledge,expressed,when
knowledge,expressed,Lac51
knowledge,expressed,lignin using
endo - β - N - acetylglucosaminidase,hydrolysis,high - mannose
endo - β - N - acetylglucosaminidase,hydrolysis,hybrid - type N - linked glycans
EfEndo18A,deglycosylating,N - linked glycans
EfEndo18A,deglycosylating,glycoproteins
EfEndo18A,deglycosylating,glycosidic bond
EfEndo18A,deglycosylating,N - linked glycans
EfEndo18A,deglycosylating,high - mannose
EfEndo18A,deglycosylating,hybrid type
EfEndo18A,deglycosylating,glycan
lytic polysaccharide monooxygenase,modifies,cellulose fibers
LPMOs,modify,cellulose
LPMOs,modify,cellulose fiber
LPMOs,modify,fiber
LPMOs,modify,cellulose fibers
A,have,carbohydrate
A,have,mannan
A,have,(
A,have,","
A,have,and
A,have,or
A,have,numbers
A,have,-
A,have,these enzymes may
A,have,may
A,have,found
CBP21,degradation,chitin
CBP21,degradation,chitin
depend,via,chitin
depend,via,carbohydrate
depend,via,N - acetylglucosamine
depend,via,chitin
depend,via,chitin
depend,via,promote
depend,via,and
depend,via,of
depend,via,occur
depend,via,mechanism
subsites for sugar,Ech30,for
subsites for sugar,Ech30,family 18 chitinases
subsites for sugar,Ech30,with
subsites for sugar,Ech30,( 4
subsites for sugar,Ech30,MU ) labelled
subsites for sugar,Ech30,1
subsites for sugar,Ech30,4
subsites for sugar,Ech30,large amounts of
subsites for sugar,Ech30,degradation of
Cas9,insertion,genomic
CRISPR,the,chromosomal
CRISPR,the,/
chicken,up,byproducts
chicken,up,byproducts
chicken,up,chicken byproducts
chicken,up,pork
chicken,up,beef byproducts
chicken,up,salmon viscera
chicken,up,raw -
chicken,up,hydrolyzing salmon
chicken,up,less so when
chicken,up,chicken byproducts
chicken,up,of
glycoside hydrolase family 18 enzymes,degradation,chitin
. With this systems,of,polysaccharides
. With this systems,of,polysaccharide
. With this systems,of,polysaccharides
. With this systems,of,chitin
. With this systems,of,catabolize
. With this systems,of,indicated
. With this systems,of,studied
. With this systems,of,chi18D
. With this systems,of,the
. With this systems,of,in
. With this systems,of,and
. With this systems,of,","
. With this systems,of,combination
LPMOs,Oxidation,cellulose fibers
LPMOs,products,natural polysaccharides
LPMOs,products,cellulose
LPMOs,products,chitin
LPMOs,products,the cellulose
LPMOs,products,eleven
LPMOs,products,on cellulosic
LPMOs,products,", Cellulose"
LPMOs,products,", Cellulose"
LPMOs,products,and amorphous
LPMOs,products,for cellulose
LPMOs,products,were active on natural Cellulose
LPMOs,products,", activity"
LPMOs,products,LPMOs with
LPMOs,products,on soluble hemicelluloses
LPMOs,products,of NcAA9C
LPMOs,products,Our
LPMOs,products,the
catalytic capabilities,",",such
LPMO,saccharification,cellulose
(,high,polysaccharides
(,high,lignocellulosic biomass
",",depolymerize,lignocellulose biomass
",",depolymerize,crystalline cellulose
lytic polysaccharide monooxygenases,degrading,cellulose
GH61,for,cellulose
GH61,for,cellulose
GH61,for,technology
that,on,Lignocellulosic biomass
that,on,biomass
that,on,revealed
that,on,active
that,on,families
that,on,various
that,on,including
that,on,common
that,on,that depend
",",biomass,biomass polysaccharides
",",biomass,in
either,bioconversion,chitin waste
either,bioconversion,colloidal chitin
either,bioconversion,"chitotriose analogue p - nitrophenyl - beta - 1,4 - N , N' - diacetyl"
either,bioconversion,"activity . When using p - nitrophenyl - beta - 1,4 - N , N'"
GH18,substrate,cellulose
GH18,substrate,chitin
GH18,substrate,° C
GH18,substrate,TfChi18A bound to
GH18,substrate,substrates .
GH18,substrate,inhibition was observed
GH18,substrate,not
",",polysaccharide,polysaccharides
",",polysaccharide,cellulose
",",polysaccharide,chitin
",",polysaccharide,substrates
",",polysaccharide,crystalline chitin
",",polysaccharide,on
",",polysaccharide,in
chitinase B,enzyme,polysaccharides
chitinase B,enzyme,cellulose
chitinase B,enzyme,chitin
chitinase B,enzyme,polysaccharide
chitinase B,enzyme,chitin
chitinase B,enzyme,the
chitinase B,enzyme,is
chitinase B,enzyme,. Thus
family 46 chitosanase,Degradation,chitosans
to,of,chitosans
to,of,chitooligosaccharides
to,of,fully deacetylated chitosan
to,of,32 % acetylated chitosan
to,of,degradation of the 32
to,of,at
to,of,absolute
to,of,"chitosan ,"
to,of,degree of scission
to,of,that ScCsn46A could degrade
to,of,chitosan
of,hydroxylating,chitin
of,hydroxylating,chitin
These,structural,chitinous exoskeleton
These,structural,chitin
These,structural,mucin
These,structural,chitin
These,structural,GlcNAc oligosaccharides
These,structural,with
These,structural,also
These,structural,intestinal epithelium
that,effects,chitin
that,effects,N - acetylglucosamine dimers
that,effects,GlcNAc2
that,effects,chitin
that,effects,GlcNAc6
that,effects,GlcNAc6
that,effects,chitin
that,effects,of
CBP21,binding,chitin
chitin,beta,chitin
chitin,beta,chitin
chitin,beta,chitin
chitin,beta,chitin
chitin,beta,chitin
chitin,beta,aromatic
chitin,beta,found
chitin,beta,by site -
chitin,beta,as
lytic polysaccharide monooxygenase,Conversion,α - chitin substrates
three,increased,chitinous biomass
three,increased,α - chitin substrates
three,increased,all
three,increased,the
three,increased,of
repertoire,CgLPMO10B,polysaccharides
repertoire,CgLPMO10B,cellulose
repertoire,CgLPMO10B,chitin
repertoire,CgLPMO10B,cellulose
repertoire,CgLPMO10B,cellulose
repertoire,CgLPMO10B,-
repertoire,CgLPMO10B,and
repertoire,CgLPMO10B,","
repertoire,CgLPMO10B,oxidizes
repertoire,CgLPMO10B,on
repertoire,CgLPMO10B,both
for,show,biomass
for,show,complex carbohydrates
for,show,biomass
for,show,degrade mannan
for,show,We
for,show,that
for,show,enzymes and
for,show,mannan
for,show,","
for,show,putative
β - galactosidase,conversion,lactose
β - galactosidase,conversion,whey
β - galactosidase,;,lactose
β - galactosidase,;,whey permeate
β - galactosidase,;,whey permeate
β - galactosidase,;,lactose
β - galactosidase,;,90
β - galactosidase,;,of the
β - galactosidase,;,","
β - galactosidase,;,conversion
",",.,seaweed polysaccharides
",",.,brown seaweed
",",.,Saccharina latissima
",",.,alginate
",",.,poly mannuronate
",",.,for sodium
",",.,of
",",.,enzymatic
provide,degrading,polysaccharide
provide,degrading,of
of this,carbohydrate,chitin
of this,carbohydrate,cell
of this,carbohydrate,","
of this,carbohydrate,the
of this,carbohydrate,deacetylase is unable to
of this,carbohydrate,analysis
of this,carbohydrate,any
of this,carbohydrate,a
carbohydrate - active enzymes,degrading,polysaccharide
a putative multiprotein complex,cell,cellulose
a putative multiprotein complex,cell,branched
a putative multiprotein complex,cell,and
a putative multiprotein complex,cell,networks
a putative multiprotein complex,cell,polysaccharides
a putative multiprotein complex,cell,pretreatment
a putative multiprotein complex,cell,the
a putative multiprotein complex,cell,to
a putative multiprotein complex,cell,hypothesize that this
a putative multiprotein complex,cell,plant
a putative multiprotein complex,cell,"itself ,"
lytic polysaccharide monooxygenases,degradation,plant biomass
",",that,cellulose
",",that,tamarind xyloglucan
",",that,konjac glucomannan
",",that,phosphoric acid - swollen cellulose
",",that,PASC
",",that,xyloglucan
",",that,PASC
",",that,PASC
",",that,glucomannan
",",that,-
",",that,reactions
",",that,","
",",that,on different
",",that,copolymeric substructures in
mgLPMO10,turnover,biomasses
mgLPMO10,turnover,lignocellulosic plant biomass
mgLPMO10,turnover,cellulose
roles,wall,cellulose
roles,wall,hemicelluloses
roles,wall,cellulose
roles,wall,active
roles,wall,","
roles,wall,xylan
roles,wall,","
roles,wall,residual
roles,wall,in phosphoric acid - swollen
roles,wall,(
roles,wall,to
roles,wall,-
roles,wall,for
roles,wall,)
roles,wall,The
roles,wall,the
roles,wall,that of
roles,wall,productive
roles,wall,similar
roles,wall,LPMO
roles,wall,depends
roles,wall,to
roles,wall,","
roles,wall,involvement
roles,wall,originally thought and able
roles,wall,polysaccharide
roles,wall,of
both,highly,biomass
both,highly,biomass
both,highly,carbohydrate
both,highly,","
a,the,of
Lytic Polysaccharide Monooxygenase,Utilization,Chitin
carbohydrate - active enzymes,utilization,plant cell wall polysaccharides
LPMOs,degrading,chitin
family AA10 LPMO,binding,chitin
family AA10 LPMO,binding,chitin
LPMOs,cleaving,cellulose
LPMO,cleave,cellulose
LPMO,cleave,α -
LPMO,cleave,β - chitin
LPMO,binding,chitin
LPMO,binding,α - chitin
GHs,Degradation,polysaccharides
hydrolytic enzymes,degraded,Carbohydrate structures
LPMOs,cleavage,recalcitrant polysaccharides
LPMO,action on,lignocellulosic substrate
family 1 carbohydrate - binding modules,binding,cellulose surface
family 1 carbohydrate - binding modules,binding,cellulose chains
LPMOs,oxidative cleavage,polysaccharides
GtLPMO9B,active on,cellulose
GtLPMO9B,active on,xyloglucan
enzymes,degradation,lignocellulose
enzymes,degradation,biomass
enzymes,conversion,biomass
TrCel7Anat,activity,substrates
TrCel7Arec,binding,substrate
EfCBM33A,conversion,chitin
EfCBM33A,conversion,chitin
chitinases,oxidative,glycosidic bonds
EfCBM33A,interact with,chitin
CBP21,oxidative,chitin
EfChi18A,conversion,β - chitin
lytic polysaccharide monooxygenase,degradation,chitin
monocopper enzymes,oxidative cleavage,glycosidic bonds
monocopper enzymes,oxidative cleavage,polysaccharides
CBP21,degradation,14C - labeled chitin
LPMO,reoxidation,polysaccharide
LPMO,priming,polysaccharide
LPMO,priming,polysaccharide
LPMO,Monooxygenase Activity,Chitin
LPMO,Monooxygenase Activity,Substrates
LPMOs,degradation,polysaccharides
LPMOs,degradation,chitin
LPMOs,degradation,cellulose
LPMOs,conversion,chitin
LPMOs,conversion,chitin
AfAA11B,active on,chitin
AfAA11B,active on,oligomers of N - acetylglucosamine
enzyme,convert,chitotetraose
enzyme,convert,substrate
LPMOs,breaking,glycosidic bonds
LPMOs,breaking,substrates
LPMOs,degradation,cell wall polysaccharides
LPMOs,degradation,plant biomass
oxidative enzymes,biodegradation,cellulose
oxidative enzymes,biodegradation,lignin
lytic polysaccharide monooxygenases,generated by,cello - oligomers
LPMOs,generated by,oligosaccharides
ChiB,degrades,HM508
ChiB,degradation,HM508
"β - 1 , 3-glucanases",degrading,fungal cell walls
cellobiose dehydrogenase,oxidation,Polysaccharide
LPMOs,decrystallize,polysaccharides
LPMOs,hydrolysis,biomass
chitinases,degrading,artificial chitooligosaccharide substrates
chitinases,degrading,chitooligosaccharides
enzyme,degrading,colored colloidal chitin substrate
